master_project_en,project_name_en,growth_stage,property_type_en,median_price,price_per_sqm,transaction_count,earliest_transaction_year,developer_name
Dubai Marina,THE ATLANTIC,Stabilized / Legacy,Unit,2519611.0,15611.452031483825,25,2022.0,Unknown / Mixed
Dubai Marina,THE BELVEDERE,Early Growth,Unit,565360.0,4969.282660674843,9,2009.0,Unknown / Mixed
Dubai Marina,THE BELVEDERE,Maturity,Unit,1161965.0,8726.647985651367,35,2011.0,Unknown / Mixed
Dubai Marina,THE BELVEDERE,Off-Plan or Launch,Building,8180830.0,1846.192557755366,1,2007.0,Unknown / Mixed
Dubai Marina,THE BELVEDERE,Off-Plan or Launch,Unit,900000.0,7175.601265383049,67,2007.0,Unknown / Mixed
Dubai Marina,THE BELVEDERE,Stabilized / Legacy,Unit,941167.5,8267.714642497946,66,2015.0,Unknown / Mixed
Dubai Marina,THE POINT,Early Growth,Unit,997500.0,13137.790580466595,70,2012.0,Unknown / Mixed
Dubai Marina,THE POINT,Maturity,Unit,1287500.0,15571.564436325723,80,2014.0,Unknown / Mixed
Dubai Marina,THE POINT,Off-Plan or Launch,Unit,958511.0,15850.358488560552,301,2009.0,Unknown / Mixed
Dubai Marina,THE POINT,Stabilized / Legacy,Unit,1200000.0,14649.527651601484,121,2018.0,Unknown / Mixed
Dubai Marina,THE RESIDENCES AT MARINA GATE 1,Early Growth,Unit,1820000.0,16021.760922172787,70,2020.0,Unknown / Mixed
Dubai Marina,THE RESIDENCES AT MARINA GATE 1,Maturity,Unit,2855000.0,23631.47119864839,194,2022.0,Unknown / Mixed
Dubai Marina,THE RESIDENCES AT MARINA GATE 1,Off-Plan or Launch,Unit,2103000.0,19665.9371808382,383,2014.0,Unknown / Mixed
Dubai Marina,THE RESIDENCES AT MARINA GATE 2,Early Growth,Unit,2175000.0,20529.727193357598,195,2021.0,Unknown / Mixed
Dubai Marina,THE RESIDENCES AT MARINA GATE 2,Maturity,Unit,2775000.0,27916.04251287988,163,2023.0,Unknown / Mixed
Dubai Marina,THE RESIDENCES AT MARINA GATE 2,Off-Plan or Launch,Building,216139000.0,37673.64923986516,1,2013.0,Unknown / Mixed
Dubai Marina,THE RESIDENCES AT MARINA GATE 2,Off-Plan or Launch,Unit,1882500.0,20932.789902490946,462,2015.0,Unknown / Mixed
Dubai Marina,THE WATER FRONT,Early Growth,Unit,1390475.0,7381.822599858695,29,2009.0,Unknown / Mixed
Dubai Marina,THE WATER FRONT,Maturity,Unit,1425000.0,7407.756664776488,76,2010.0,Unknown / Mixed
Dubai Marina,THE WATER FRONT,Off-Plan or Launch,Villa,13768415.0,4510.788479620487,1,2006.0,Unknown / Mixed
Dubai Marina,THE WATER FRONT,Stabilized / Legacy,Unit,1604500.0,8975.500415709046,100,2014.0,Unknown / Mixed
Dubai Marina,THE ZEN,Early Growth,Unit,1008199.5,8701.623894265274,28,2011.0,Unknown / Mixed
Dubai Marina,THE ZEN,Maturity,Unit,1421713.5,10226.619476663387,40,2013.0,Unknown / Mixed
Dubai Marina,THE ZEN,Off-Plan or Launch,Building,10485628.0,3315.2152468636177,1,2009.0,Unknown / Mixed
Dubai Marina,THE ZEN,Off-Plan or Launch,Unit,1260000.0,9928.485688956993,27,2009.0,Unknown / Mixed
Dubai Marina,THE ZEN,Stabilized / Legacy,Unit,1070000.0,8302.792043447218,49,2017.0,Unknown / Mixed
Dubai Marina,TORCH TOWER,Early Growth,Unit,1268487.0,12874.515717253931,351,2009.0,Unknown / Mixed
Dubai Marina,TORCH TOWER,Maturity,Land,124118818.0,1251993.2193165922,7,2012.0,Unknown / Mixed
Dubai Marina,TORCH TOWER,Maturity,Unit,1150919.0,11165.718687103134,616,2010.0,Unknown / Mixed
Dubai Marina,TORCH TOWER,Off-Plan or Launch,Building,65000000.0,18475.6718038509,1,2006.0,Unknown / Mixed
Dubai Marina,TORCH TOWER,Stabilized / Legacy,Land,84697033.5,1015155.3551707132,4,2014.0,Unknown / Mixed
Dubai Marina,TORCH TOWER,Stabilized / Legacy,Unit,1240000.0,11766.42998671968,735,2014.0,Unknown / Mixed
Dubai Marina,TRIDENT GRAND,Early Growth,Building,175000000.0,22655.979948810436,1,2009.0,Unknown / Mixed
Dubai Marina,TRIDENT GRAND,Early Growth,Unit,1866000.0,10478.470894092316,164,2009.0,Unknown / Mixed
Dubai Marina,TRIDENT GRAND,Maturity,Unit,1950000.0,12264.099766007865,311,2010.0,Unknown / Mixed
Dubai Marina,TRIDENT GRAND,Off-Plan or Launch,Building,152734140.0,19773.38064765032,2,2006.0,Unknown / Mixed
Dubai Marina,TRIDENT GRAND,Off-Plan or Launch,Unit,1881500.0,11141.827849611334,2,2005.0,Unknown / Mixed
Dubai Marina,TRIDENT GRAND,Stabilized / Legacy,Land,81500000.0,527713.0277130277,1,2023.0,Unknown / Mixed
Dubai Marina,TRIDENT GRAND,Stabilized / Legacy,Unit,2200000.0,13498.979307355372,377,2014.0,Unknown / Mixed
Dubai Marina,VIDA Residences Dubai Marina,Early Growth,Unit,4300000.0,29565.63470593965,14,2025.0,Unknown / Mixed
Dubai Marina,VIDA Residences Dubai Marina,Off-Plan or Launch,Unit,2300000.0,22917.23330889069,503,2017.0,Unknown / Mixed
Dubai Marina,WEST AVENUE,Early Growth,Unit,1300000.0,19270.470951016257,43,2016.0,Unknown / Mixed
Dubai Marina,WEST AVENUE,Maturity,Unit,1095000.0,15182.848397891064,76,2018.0,Unknown / Mixed
Dubai Marina,WEST AVENUE,Off-Plan or Launch,Building,198353400.0,49666.45049340087,1,2008.0,Unknown / Mixed
Dubai Marina,WEST AVENUE,Off-Plan or Launch,Unit,1337981.0,17764.074587446532,456,2013.0,Unknown / Mixed
Dubai Marina,WEST AVENUE,Stabilized / Legacy,Unit,1310000.0,16875.994905738535,121,2022.0,Unknown / Mixed
Dubai Marina,ZUMURUD DUBAI MARINA,Early Growth,Unit,826901.5,14096.93229270712,156,2010.0,Unknown / Mixed
Dubai Marina,ZUMURUD DUBAI MARINA,Maturity,Unit,790000.0,14155.331484489712,63,2011.0,Unknown / Mixed
Dubai Marina,ZUMURUD DUBAI MARINA,Off-Plan or Launch,Building,56227420.0,14729.669477561309,1,2007.0,Unknown / Mixed
Dubai Marina,ZUMURUD DUBAI MARINA,Stabilized / Legacy,Unit,780000.0,14437.06934092975,123,2015.0,Unknown / Mixed
Dubai Maritime City, CHELSEA RESIDENCES BY DAMAC,Off-Plan or Launch,Land,248516420.0,15930.54995548074,1,2025.0,Unknown / Mixed
Dubai Maritime City,CORAL REEF,Early Growth,Land,55562260.0,19928.21686297577,1,2022.0,Unknown / Mixed
Dubai Maritime City,CORAL REEF,Early Growth,Unit,2108000.0,25536.668186024253,159,2023.0,Unknown / Mixed
Dubai Maritime City,CORAL REEF,Maturity,Unit,3036000.0,25046.577428622397,49,2024.0,Unknown / Mixed
Dubai Maritime City,CORAL REEF,Off-Plan or Launch,Land,71470410.0,25633.9074358349,1,2020.0,Unknown / Mixed
Dubai Maritime City,HARBOUR LIGHTS,Off-Plan or Launch,Land,81295500.0,21868.50196504612,1,2013.0,Unknown / Mixed
Dubai Maritime City,HARBOUR LIGHTS,Stabilized / Legacy,Unit,2282440.0,21130.062086962414,240,2023.0,Unknown / Mixed
Dubai Maritime City,LIV MARITIME,Off-Plan or Launch,Land,107000000.0,38377.25197355915,2,2024.0,Unknown / Mixed
Dubai Maritime City,LIV MARITIME,Off-Plan or Launch,Unit,2249548.0,26744.81217133518,4,2025.0,Unknown / Mixed
Dubai Maritime City,Nautica One,Early Growth,Unit,1433490.0,24366.80839552536,2,2023.0,Unknown / Mixed
Dubai Maritime City,Nautica One,Maturity,Unit,1631000.0,25301.68755990106,243,2024.0,Unknown / Mixed
Dubai Maritime City,Nautica One,Off-Plan or Launch,Land,67837229.0,24330.988486783117,1,2020.0,Unknown / Mixed
Dubai Maritime City,Nautica Two ,Off-Plan or Launch,Building,74000000.0,26541.277065825954,1,2023.0,Unknown / Mixed
Dubai Maritime City,Nautica Two ,Off-Plan or Launch,Unit,1737000.0,27083.11622225373,253,2023.0,Unknown / Mixed
Dubai Maritime City,Oceanz 1 By Danube ,Off-Plan or Launch,Land,90013500.0,21531.085027854653,1,2015.0,Unknown / Mixed
Dubai Maritime City,Oceanz 1 By Danube ,Stabilized / Legacy,Unit,1423000.0,27620.691085073388,391,2024.0,Unknown / Mixed
Dubai Maritime City,Oceanz 3 By Danube ,Maturity,Unit,1925000.0,26863.43446348276,275,2024.0,Unknown / Mixed
Dubai Maritime City,Oceanz 3 By Danube ,Off-Plan or Launch,Land,89224956.0,22945.913709434768,1,2020.0,Unknown / Mixed
Dubai Maritime City,Riva Residence,Maturity,Land,50000000.0,8608.015095015271,1,2023.0,Unknown / Mixed
Dubai Maritime City,Riva Residence,Maturity,Unit,2374000.0,21930.7974196089,54,2024.0,Unknown / Mixed
Dubai Maritime City,Riva Residence,Off-Plan or Launch,Land,62523892.0,10764.13212270209,1,2018.0,Unknown / Mixed
Dubai Maritime City,"THE ANWA BY OMNIYAT,",Early Growth,Unit,1798264.0,20455.683508352875,4,2017.0,Unknown / Mixed
Dubai Maritime City,"THE ANWA BY OMNIYAT,",Maturity,Unit,1618546.0,16436.544040018904,84,2022.0,Unknown / Mixed
Dubai Maritime City,"THE ANWA BY OMNIYAT,",Off-Plan or Launch,Building,81277080.0,21871.489618203934,1,2015.0,Unknown / Mixed
Dubai Maritime City,"THE ANWA BY OMNIYAT,",Off-Plan or Launch,Unit,1921392.0,20687.71723564486,86,2015.0,Unknown / Mixed
Dubai Maritime City,"THE ANWA BY OMNIYAT,",Stabilized / Legacy,Land,46540000.0,368604.466972913,1,2023.0,Unknown / Mixed
Dubai Maritime City,"THE ANWA BY OMNIYAT,",Stabilized / Legacy,Unit,1850860.0,18798.390785915224,123,2023.0,Unknown / Mixed
Dubai Maritime City,The Pier,Early Growth,Unit,1737404.0,25539.013553959117,49,2025.0,Unknown / Mixed
Dubai Maritime City,The Pier,Off-Plan or Launch,Land,103500000.0,37122.05444567985,2,2023.0,Unknown / Mixed
Dubai Maritime City,The Pier,Off-Plan or Launch,Unit,1735033.0,26181.53197963213,114,2024.0,Unknown / Mixed
Dubai Science Park,11 Hills Park,Off-Plan or Launch,Land,12981352.0,4307.622171660553,3,2013.0,Unknown / Mixed
Dubai Science Park,11 Hills Park,Off-Plan or Launch,Unit,746358.0,15575.879808205656,104,2024.0,Unknown / Mixed
Dubai Science Park,BELLA ROSE,Early Growth,Unit,695843.0,11881.272211696309,161,2020.0,Unknown / Mixed
Dubai Science Park,BELLA ROSE,Maturity,Unit,540000.0,11139.928644835903,196,2022.0,Unknown / Mixed
Dubai Science Park,BELLA ROSE,Off-Plan or Launch,Building,79532150.0,25664.862004040595,2,2008.0,Unknown / Mixed
Dubai Science Park,BELLA ROSE,Off-Plan or Launch,Unit,495221.0,12072.47257010371,167,2019.0,Unknown / Mixed
Dubai Science Park,Binghatti Hills ,Early Growth,Land,204000000.0,14635.70020346493,1,2025.0,Unknown / Mixed
Dubai Science Park,Binghatti Hills ,Early Growth,Unit,800000.0,15233.88164490757,93,2025.0,Unknown / Mixed
Dubai Science Park,Binghatti Hills ,Off-Plan or Launch,Land,79034989.0,11299.914072887925,2,2023.0,Unknown / Mixed
Dubai Science Park,Binghatti Hills ,Off-Plan or Launch,Unit,1100000.0,15896.506314299895,685,2024.0,Unknown / Mixed
Dubai Science Park,Binghatti Hillside,Off-Plan or Launch,Land,140588500.0,36281.93316455435,2,2009.0,Unknown / Mixed
Dubai Science Park,Binghatti Hillviews,Off-Plan or Launch,Land,85575000.0,11650.194427902476,2,2024.0,Unknown / Mixed
Dubai Science Park,Binghatti Hillviews,Off-Plan or Launch,Unit,1220000.0,15917.651480970688,4,2024.0,Unknown / Mixed
Dubai Science Park,MONTROSE,Early Growth,Unit,585000.0,7317.407473696621,29,2020.0,Unknown / Mixed
Dubai Science Park,MONTROSE,Maturity,Unit,768065.0,9190.345497379389,152,2022.0,Unknown / Mixed
Dubai Science Park,MONTROSE,Off-Plan or Launch,Unit,943349.0,11805.536381658516,232,2014.0,Unknown / Mixed
Dubai Science Park,Skyhills Astra,Off-Plan or Launch,Building,166960438.5,9939.616228421724,2,2008.0,Unknown / Mixed
Dubai Science Park,Skyhills Astra,Off-Plan or Launch,Unit,1467950.5,17706.061481211033,12,2025.0,Unknown / Mixed
Dubai Science Park,Villa Lantana 1,Early Growth,Villa,2450000.0,7034.224664809799,49,2019.0,Unknown / Mixed
Dubai Science Park,Villa Lantana 1,Maturity,Land,182594000.0,465919.8775197755,1,2021.0,Unknown / Mixed
Dubai Science Park,Villa Lantana 1,Maturity,Villa,3400000.0,10418.565837745373,163,2021.0,Unknown / Mixed
Dubai Science Park,Villa Lantana 1,Off-Plan or Launch,Land,182594000.0,465919.8775197755,2,2018.0,Unknown / Mixed
Dubai Science Park,Villa Lantana 1,Off-Plan or Launch,Villa,3075000.0,8695.608723374242,408,2014.0,Unknown / Mixed
Dubai Science Park,Villa Lantana 1,Stabilized / Legacy,Villa,3875000.0,12061.09577612995,8,2025.0,Unknown / Mixed
Dubai Science Park,Villa Lantana 2,Early Growth,Villa,2100000.0,6420.588259725244,25,2019.0,Unknown / Mixed
Dubai Science Park,Villa Lantana 2,Maturity,Villa,3300000.0,10330.846215829932,107,2021.0,Unknown / Mixed
Dubai Science Park,Villa Lantana 2,Off-Plan or Launch,Villa,2994640.0,8910.84195844703,233,2014.0,Unknown / Mixed
Dubai Science Park,Villa Lantana 2,Stabilized / Legacy,Villa,3967800.0,10705.378191951528,10,2025.0,Unknown / Mixed
Dubai Science Park,Vincitore Aqua Dimore,Early Growth,Unit,1217000.0,17342.08699422868,85,2025.0,Unknown / Mixed
Dubai Science Park,Vincitore Aqua Dimore,Off-Plan or Launch,Land,69003280.0,7235.877339882365,2,2012.0,Unknown / Mixed
Dubai Science Park,Vincitore Aqua Dimore,Off-Plan or Launch,Unit,1206000.0,17143.478958378277,292,2024.0,Unknown / Mixed
Dubai Science Park,Vincitore Aqua Flora,Early Growth,Land,59200000.0,8396.996371703257,2,2015.0,Unknown / Mixed
Dubai Science Park,Vincitore Aqua Flora,Off-Plan or Launch,Land,52000000.0,8377.48318945912,3,2012.0,Unknown / Mixed
Dubai Science Park,Vincitore Aqua Flora,Stabilized / Legacy,Land,45532201.0,6458.339976227422,1,2023.0,Unknown / Mixed
Dubai Science Park,Vincitore Aqua Flora,Stabilized / Legacy,Unit,1271000.0,18941.254423238213,58,2024.0,Unknown / Mixed
Dubai South Residential District,Bling Avenue 1,Early Growth,Unit,839193.0,13993.546773386694,1,2025.0,Unknown / Mixed
Dubai South Residential District,Bling Avenue 1,Off-Plan or Launch,Land,3216922.0,1598.4546737423727,1,2023.0,Unknown / Mixed
Dubai South Residential District,CELESTIA,Early Growth,Unit,433000.0,8086.176535683571,284,2023.0,Unknown / Mixed
Dubai South Residential District,CELESTIA,Maturity,Unit,482230.0,10118.683455291764,60,2025.0,Unknown / Mixed
Dubai South Residential District,CELESTIA,Off-Plan or Launch,Building,36000000.0,1613.9661874083738,2,2010.0,Unknown / Mixed
Dubai South Residential District,CELESTIA,Off-Plan or Launch,Unit,630800.0,11886.734380520238,684,2014.0,Unknown / Mixed
Dubai South Residential District,Kappa Acca 3,Early Growth,Unit,535925.0,11411.334843069311,2,2025.0,Unknown / Mixed
Dubai South Residential District,Kappa Acca 3,Off-Plan or Launch,Land,26950000.0,462422.7865477008,1,2020.0,Unknown / Mixed
Dubai South Residential District,Kappa Acca 3,Off-Plan or Launch,Unit,620000.0,13640.60014919689,46,2019.0,Unknown / Mixed
Dubai South Residential District,Lincoln Star Residence,Off-Plan or Launch,Land,5410680.0,2038.1665586812724,1,2017.0,Unknown / Mixed
Dubai South Residential District,MAG 5 BOULEVARD,Early Growth,Unit,447700.0,9467.983628685934,547,2017.0,Unknown / Mixed
Dubai South Residential District,MAG 5 BOULEVARD,Maturity,Land,1659600.0,21704.48506908449,10,2019.0,Unknown / Mixed
Dubai South Residential District,MAG 5 BOULEVARD,Maturity,Unit,407383.0,7856.464158360286,603,2019.0,Unknown / Mixed
Dubai South Residential District,MAG 5 BOULEVARD,Off-Plan or Launch,Building,9998328.0,2906.827707100665,9,2015.0,Unknown / Mixed
Dubai South Residential District,MAG 5 BOULEVARD,Off-Plan or Launch,Unit,540555.0,9009.253609293308,122,2016.0,Unknown / Mixed
Dubai South Residential District,MAG 5 BOULEVARD,Stabilized / Legacy,Land,1200000.0,13370.19352964666,5,2023.0,Unknown / Mixed
Dubai South Residential District,MAG 5 BOULEVARD,Stabilized / Legacy,Unit,450000.0,9238.35197930225,377,2023.0,Unknown / Mixed
Dubai South Residential District,MAJESTIQUE RESIDENCE 1,Early Growth,Unit,649000.0,11904.039312239742,6,2025.0,Unknown / Mixed
Dubai South Residential District,MAJESTIQUE RESIDENCE 1,Off-Plan or Launch,Unit,740057.5,12107.142877930186,68,2020.0,Unknown / Mixed
Dubai South Residential District,MAJESTIQUE RESIDENCE 2,Off-Plan or Launch,Unit,508678.0,14782.079408108755,2,2025.0,Unknown / Mixed
Dubai South Residential District,Sold Without Project for Dubai Aviation City Corporation,Off-Plan or Launch,Land,904176.0,1890.6972947810689,10,2021.0,Unknown / Mixed
Dubai South Residential District,TENORA,Maturity,Unit,735775.0,15423.361261850732,92,2013.0,Unknown / Mixed
Dubai South Residential District,TENORA,Off-Plan or Launch,Unit,994500.0,12802.52317198764,1,2009.0,Unknown / Mixed
Dubai South Residential District,TENORA,Stabilized / Legacy,Unit,590500.0,8666.716459765308,164,2016.0,Unknown / Mixed
Dubai South Residential District,THE EIGHTY THREE,Off-Plan or Launch,Land,4385795.0,1695.340494864649,2,2024.0,Unknown / Mixed
Dubai South Residential District,THE EIGHTY THREE,Off-Plan or Launch,Unit,542083.0,14095.02719011754,16,2025.0,Unknown / Mixed
Dubai South Residential District,THE PULSE TOWNHOUSES,Early Growth,Unit,1300000.0,6209.816337297828,82,2023.0,Unknown / Mixed
Dubai South Residential District,THE PULSE TOWNHOUSES,Maturity,Unit,1865000.0,9446.742999810827,16,2025.0,Unknown / Mixed
Dubai South Residential District,THE PULSE TOWNHOUSES,Off-Plan or Launch,Unit,1002724.0,5042.520234987757,269,2017.0,Unknown / Mixed
Dubai South Residential District,The Harmony,Early Growth,Unit,838170.5,14239.439553613023,6,2025.0,Unknown / Mixed
Dubai South Residential District,The Harmony,Off-Plan or Launch,Land,3792500.0,1684.8366919003447,2,2022.0,Unknown / Mixed
Dubai South Residential District,The Pulse Boulevard Apartments,Early Growth,Unit,737500.0,7502.273139236379,62,2023.0,Unknown / Mixed
Dubai South Residential District,The Pulse Boulevard Apartments,Maturity,Unit,765000.0,8574.002706090916,8,2025.0,Unknown / Mixed
Dubai South Residential District,The Pulse Boulevard Apartments,Off-Plan or Launch,Unit,862530.0,7493.723546045293,125,2017.0,Unknown / Mixed
Dubai South Residential District,The Pulse Boulevard Apartments - C3,Off-Plan or Launch,Unit,755800.0,7418.735888343933,162,2017.0,Unknown / Mixed
Dubai South Residential District,The Pulse Boulevard Apartments-C1,Early Growth,Unit,1000000.0,9068.099285131071,9,2025.0,Unknown / Mixed
Dubai South Residential District,The Pulse Boulevard Apartments-C1,Off-Plan or Launch,Unit,849650.0,7643.185974465733,116,2017.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence,Early Growth,Unit,693500.0,7639.801544701787,58,2023.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence,Maturity,Unit,725482.5,9117.10332284712,10,2025.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence,Off-Plan or Launch,Land,4500000.0,75376.88442211055,1,2021.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence,Off-Plan or Launch,Unit,644069.0,7714.197533608582,156,2017.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence Icon,Early Growth,Unit,606800.0,8688.999184759181,18,2024.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence Icon,Off-Plan or Launch,Unit,599450.0,7595.392386022984,88,2017.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence Park,Early Growth,Unit,674671.5,7686.557183927254,44,2023.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence Park,Maturity,Land,11000000.0,104077.96385656163,1,2025.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence Park,Maturity,Unit,596960.0,10824.79700204551,3,2025.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence Park,Off-Plan or Launch,Unit,553800.0,7810.113548238241,121,2017.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence Plaza,Early Growth,Unit,669920.0,8481.229150624322,35,2024.0,Unknown / Mixed
Dubai South Residential District,The Pulse Residence Plaza,Off-Plan or Launch,Unit,583600.0,8101.902081459438,147,2017.0,Unknown / Mixed
Dubai South Residential District,The Pulse Villas,Off-Plan or Launch,Villa,1321250.0,10019.1740809108,462,2021.0,Unknown / Mixed
Dubai South Residential District,The Pulse Villas 2,Off-Plan or Launch,Villa,2080000.0,11655.23934219473,125,2022.0,Unknown / Mixed
Dubai South Residential District,The Pulse- Beachfront,Off-Plan or Launch,Villa,1625000.0,7346.009737964712,310,2022.0,Unknown / Mixed
Dubai South Residential District,Trafford Residence,Off-Plan or Launch,Land,7500000.0,3165.291523349301,1,2014.0,Unknown / Mixed
Dubai South Residential District,Trafford Residence,Stabilized / Legacy,Land,3213560.0,1356.2472303699171,1,2023.0,Unknown / Mixed
Dubai South Residential District,Trafford Residence,Stabilized / Legacy,Unit,1071225.0,12568.94732086308,14,2025.0,Unknown / Mixed
Dubai Sports City,AMAL TOWER,Early Growth,Unit,611974.0,9796.597218288856,28,2010.0,Unknown / Mixed
Dubai Sports City,AMAL TOWER,Off-Plan or Launch,Building,20366080.0,4683.063225474145,1,2008.0,Unknown / Mixed
Dubai Sports City,AMAL TOWER,Stabilized / Legacy,Unit,726471.0,8530.424961527511,137,2022.0,Unknown / Mixed
Dubai Sports City,ARCHERY TOWER,Off-Plan or Launch,Building,22816304.0,5195.749816684656,2,2008.0,Unknown / Mixed
Dubai Sports City,ARENA APARTMENTS,Early Growth,Unit,1136908.5,9762.694523826172,4,2010.0,Unknown / Mixed
Dubai Sports City,ARENA APARTMENTS,Maturity,Unit,915000.0,9586.832071061664,135,2013.0,Unknown / Mixed
Dubai Sports City,ARENA APARTMENTS,Off-Plan or Launch,Building,17751360.0,3602.7277155382367,1,2008.0,Unknown / Mixed
Dubai Sports City,ARENA APARTMENTS,Stabilized / Legacy,Unit,737619.0,7434.543682755372,128,2016.0,Unknown / Mixed
Dubai Sports City,All Seasons Residence,Off-Plan or Launch,Building,11637760.0,2677.23657845882,1,2021.0,Unknown / Mixed
Dubai Sports City,BERMUDA VIEWS,Early Growth,Unit,634000.0,8090.226117046578,56,2017.0,Unknown / Mixed
Dubai Sports City,BERMUDA VIEWS,Maturity,Unit,460000.0,6104.419629868992,26,2019.0,Unknown / Mixed
Dubai Sports City,BERMUDA VIEWS,Off-Plan or Launch,Building,18582080.0,3689.380221735125,1,2008.0,Unknown / Mixed
Dubai Sports City,BERMUDA VIEWS,Off-Plan or Launch,Unit,620000.0,8756.715907718748,215,2010.0,Unknown / Mixed
Dubai Sports City,BERMUDA VIEWS,Stabilized / Legacy,Unit,587500.0,7273.3093059262255,76,2023.0,Unknown / Mixed
Dubai Sports City,BLOOMINGDALE,Early Growth,Villa,3834000.0,15085.25055626584,9,2014.0,Unknown / Mixed
Dubai Sports City,BLOOMINGDALE,Maturity,Land,5862000.0,21483.54467492487,1,2019.0,Unknown / Mixed
Dubai Sports City,BLOOMINGDALE,Maturity,Villa,3400000.0,12020.66418046042,28,2016.0,Unknown / Mixed
